model,suite,item,correct
ngram-no-rand_bllip-lg_0,npi_orc_any,20,False
ngram-no-rand_bllip-lg_0,npi_orc_any,21,False
ngram-no-rand_bllip-lg_0,npi_orc_any,22,False
ngram-no-rand_bllip-lg_0,npi_orc_any,23,False
ngram-no-rand_bllip-lg_0,npi_orc_any,24,False
ngram-no-rand_bllip-lg_0,npi_orc_any,25,False
ngram-no-rand_bllip-lg_0,npi_orc_any,26,False
ngram-no-rand_bllip-lg_0,npi_orc_any,27,False
ngram-no-rand_bllip-lg_0,npi_orc_any,28,False
ngram-no-rand_bllip-lg_0,npi_orc_any,29,False
ngram-no-rand_bllip-lg_0,npi_orc_any,30,False
ngram-no-rand_bllip-lg_0,npi_orc_any,31,False
ngram-no-rand_bllip-lg_0,npi_orc_any,32,False
ngram-no-rand_bllip-lg_0,npi_orc_any,33,False
ngram-no-rand_bllip-lg_0,npi_orc_any,34,False
ngram-no-rand_bllip-lg_0,npi_orc_any,35,False
ngram-no-rand_bllip-lg_0,npi_orc_any,36,False
ngram-no-rand_bllip-lg_0,npi_orc_any,37,False
ngram-no-rand_bllip-lg_0,fgd_hierarchy,0,False
ngram-no-rand_bllip-lg_0,fgd_hierarchy,1,False
ngram-no-rand_bllip-lg_0,fgd_hierarchy,2,False
ngram-no-rand_bllip-lg_0,fgd_hierarchy,3,False
ngram-no-rand_bllip-lg_0,fgd_hierarchy,4,False
ngram-no-rand_bllip-lg_0,fgd_hierarchy,5,False
ngram-no-rand_bllip-lg_0,fgd_hierarchy,6,False
ngram-no-rand_bllip-lg_0,fgd_hierarchy,7,False
ngram-no-rand_bllip-lg_0,fgd_hierarchy,8,False
ngram-no-rand_bllip-lg_0,fgd_hierarchy,9,False
ngram-no-rand_bllip-lg_0,fgd_hierarchy,10,False
ngram-no-rand_bllip-lg_0,fgd_hierarchy,11,False
ngram-no-rand_bllip-lg_0,fgd_hierarchy,12,False
ngram-no-rand_bllip-lg_0,fgd_hierarchy,13,False
ngram-no-rand_bllip-lg_0,fgd_hierarchy,14,False
ngram-no-rand_bllip-lg_0,fgd_hierarchy,15,False
ngram-no-rand_bllip-lg_0,fgd_hierarchy,16,False
ngram-no-rand_bllip-lg_0,fgd_hierarchy,17,False
ngram-no-rand_bllip-lg_0,fgd_hierarchy,18,False
ngram-no-rand_bllip-lg_0,fgd_hierarchy,19,False
ngram-no-rand_bllip-lg_0,fgd_hierarchy,20,False
ngram-no-rand_bllip-lg_0,fgd_hierarchy,21,False
ngram-no-rand_bllip-lg_0,fgd_hierarchy,22,False
ngram-no-rand_bllip-lg_0,fgd_hierarchy,23,False
ngram-no-rand_bllip-lg_0,mvrr,0,False
ngram-no-rand_bllip-lg_0,mvrr,1,False
ngram-no-rand_bllip-lg_0,mvrr,2,False
ngram-no-rand_bllip-lg_0,mvrr,3,False
ngram-no-rand_bllip-lg_0,mvrr,4,False
ngram-no-rand_bllip-lg_0,mvrr,5,False
ngram-no-rand_bllip-lg_0,mvrr,6,False
ngram-no-rand_bllip-lg_0,mvrr,7,False
ngram-no-rand_bllip-lg_0,mvrr,8,False
ngram-no-rand_bllip-lg_0,mvrr,9,False
ngram-no-rand_bllip-lg_0,mvrr,10,False
ngram-no-rand_bllip-lg_0,mvrr,11,False
ngram-no-rand_bllip-lg_0,mvrr,12,False
ngram-no-rand_bllip-lg_0,mvrr,13,False
ngram-no-rand_bllip-lg_0,mvrr,14,False
ngram-no-rand_bllip-lg_0,mvrr,15,False
ngram-no-rand_bllip-lg_0,mvrr,16,False
ngram-no-rand_bllip-lg_0,mvrr,17,False
ngram-no-rand_bllip-lg_0,mvrr,18,False
ngram-no-rand_bllip-lg_0,mvrr,19,False
ngram-no-rand_bllip-lg_0,mvrr,20,False
ngram-no-rand_bllip-lg_0,mvrr,21,False
ngram-no-rand_bllip-lg_0,mvrr,22,False
ngram-no-rand_bllip-lg_0,mvrr,23,True
ngram-no-rand_bllip-lg_0,mvrr,24,False
ngram-no-rand_bllip-lg_0,mvrr,25,False
ngram-no-rand_bllip-lg_0,mvrr,26,False
ngram-no-rand_bllip-lg_0,mvrr,27,False
ngram-no-rand_bllip-lg_0,number_src,0,False
ngram-no-rand_bllip-lg_0,number_src,1,False
ngram-no-rand_bllip-lg_0,number_src,2,False
ngram-no-rand_bllip-lg_0,number_src,3,False
ngram-no-rand_bllip-lg_0,number_src,4,False
ngram-no-rand_bllip-lg_0,number_src,5,False
ngram-no-rand_bllip-lg_0,number_src,6,False
ngram-no-rand_bllip-lg_0,number_src,7,False
ngram-no-rand_bllip-lg_0,number_src,8,False
ngram-no-rand_bllip-lg_0,number_src,9,False
ngram-no-rand_bllip-lg_0,number_src,10,False
ngram-no-rand_bllip-lg_0,number_src,11,False
ngram-no-rand_bllip-lg_0,number_src,12,False
ngram-no-rand_bllip-lg_0,number_src,13,False
ngram-no-rand_bllip-lg_0,number_src,14,False
ngram-no-rand_bllip-lg_0,number_src,15,False
ngram-no-rand_bllip-lg_0,number_src,16,False
ngram-no-rand_bllip-lg_0,number_src,17,False
ngram-no-rand_bllip-lg_0,number_src,18,False
ngram-no-rand_bllip-lg_0,npi_src_any,0,False
ngram-no-rand_bllip-lg_0,npi_src_any,1,False
ngram-no-rand_bllip-lg_0,npi_src_any,2,False
ngram-no-rand_bllip-lg_0,npi_src_any,3,False
ngram-no-rand_bllip-lg_0,npi_src_any,4,False
ngram-no-rand_bllip-lg_0,npi_src_any,5,False
ngram-no-rand_bllip-lg_0,npi_src_any,6,False
ngram-no-rand_bllip-lg_0,npi_src_any,7,False
ngram-no-rand_bllip-lg_0,npi_src_any,8,False
ngram-no-rand_bllip-lg_0,npi_src_any,9,False
ngram-no-rand_bllip-lg_0,npi_src_any,10,False
ngram-no-rand_bllip-lg_0,npi_src_any,11,False
ngram-no-rand_bllip-lg_0,npi_src_any,12,False
ngram-no-rand_bllip-lg_0,npi_src_any,13,False
ngram-no-rand_bllip-lg_0,npi_src_any,14,False
ngram-no-rand_bllip-lg_0,npi_src_any,15,False
ngram-no-rand_bllip-lg_0,npi_src_any,16,False
ngram-no-rand_bllip-lg_0,npi_src_any,17,False
ngram-no-rand_bllip-lg_0,npi_src_any,18,False
ngram-no-rand_bllip-lg_0,npi_src_any,19,False
ngram-no-rand_bllip-lg_0,npi_src_any,20,False
ngram-no-rand_bllip-lg_0,npi_src_any,21,False
ngram-no-rand_bllip-lg_0,npi_src_any,22,False
ngram-no-rand_bllip-lg_0,npi_src_any,23,False
ngram-no-rand_bllip-lg_0,npi_src_any,24,False
ngram-no-rand_bllip-lg_0,npi_src_any,25,False
ngram-no-rand_bllip-lg_0,npi_src_any,26,False
ngram-no-rand_bllip-lg_0,npi_src_any,27,False
ngram-no-rand_bllip-lg_0,npi_src_any,28,False
ngram-no-rand_bllip-lg_0,npi_src_any,29,False
ngram-no-rand_bllip-lg_0,npi_src_any,30,False
ngram-no-rand_bllip-lg_0,npi_src_any,31,False
ngram-no-rand_bllip-lg_0,npi_src_any,32,False
ngram-no-rand_bllip-lg_0,npi_src_any,33,False
ngram-no-rand_bllip-lg_0,npi_src_any,34,False
ngram-no-rand_bllip-lg_0,npi_src_any,35,False
ngram-no-rand_bllip-lg_0,npi_src_any,36,False
ngram-no-rand_bllip-lg_0,npi_src_any,37,False
ngram-no-rand_bllip-lg_0,npz_ambig,0,False
ngram-no-rand_bllip-lg_0,npz_ambig,1,False
ngram-no-rand_bllip-lg_0,npz_ambig,2,False
ngram-no-rand_bllip-lg_0,npz_ambig,3,False
ngram-no-rand_bllip-lg_0,npz_ambig,4,False
ngram-no-rand_bllip-lg_0,npz_ambig,5,False
ngram-no-rand_bllip-lg_0,npz_ambig,6,False
ngram-no-rand_bllip-lg_0,npz_ambig,7,False
ngram-no-rand_bllip-lg_0,npz_ambig,8,False
ngram-no-rand_bllip-lg_0,npz_ambig,9,False
ngram-no-rand_bllip-lg_0,npz_ambig,10,False
ngram-no-rand_bllip-lg_0,npz_ambig,11,False
ngram-no-rand_bllip-lg_0,npz_ambig,12,False
ngram-no-rand_bllip-lg_0,npz_ambig,13,False
ngram-no-rand_bllip-lg_0,npz_ambig,14,False
ngram-no-rand_bllip-lg_0,npz_ambig,15,False
ngram-no-rand_bllip-lg_0,npz_ambig,16,False
ngram-no-rand_bllip-lg_0,npz_ambig,17,False
ngram-no-rand_bllip-lg_0,npz_ambig,18,False
ngram-no-rand_bllip-lg_0,npz_ambig,19,False
ngram-no-rand_bllip-lg_0,npz_ambig,20,False
ngram-no-rand_bllip-lg_0,npz_ambig,21,False
ngram-no-rand_bllip-lg_0,npz_ambig,22,False
ngram-no-rand_bllip-lg_0,npz_ambig,23,False
ngram-no-rand_bllip-lg_0,center_embed_mod,0,True
ngram-no-rand_bllip-lg_0,center_embed_mod,1,False
ngram-no-rand_bllip-lg_0,center_embed_mod,2,True
ngram-no-rand_bllip-lg_0,center_embed_mod,3,False
ngram-no-rand_bllip-lg_0,center_embed_mod,4,True
ngram-no-rand_bllip-lg_0,center_embed_mod,5,False
ngram-no-rand_bllip-lg_0,center_embed_mod,6,False
ngram-no-rand_bllip-lg_0,center_embed_mod,7,True
ngram-no-rand_bllip-lg_0,center_embed_mod,8,False
ngram-no-rand_bllip-lg_0,center_embed_mod,9,False
ngram-no-rand_bllip-lg_0,center_embed_mod,10,True
ngram-no-rand_bllip-lg_0,center_embed_mod,11,True
ngram-no-rand_bllip-lg_0,center_embed_mod,12,True
ngram-no-rand_bllip-lg_0,center_embed_mod,13,True
ngram-no-rand_bllip-lg_0,center_embed_mod,14,True
ngram-no-rand_bllip-lg_0,center_embed_mod,15,False
ngram-no-rand_bllip-lg_0,center_embed_mod,16,True
ngram-no-rand_bllip-lg_0,center_embed_mod,17,False
ngram-no-rand_bllip-lg_0,center_embed_mod,18,True
ngram-no-rand_bllip-lg_0,center_embed_mod,19,True
ngram-no-rand_bllip-lg_0,center_embed_mod,20,False
ngram-no-rand_bllip-lg_0,center_embed_mod,21,True
ngram-no-rand_bllip-lg_0,center_embed_mod,22,True
ngram-no-rand_bllip-lg_0,center_embed_mod,23,True
ngram-no-rand_bllip-lg_0,center_embed_mod,24,True
ngram-no-rand_bllip-lg_0,center_embed_mod,25,False
ngram-no-rand_bllip-lg_0,center_embed_mod,26,False
ngram-no-rand_bllip-lg_0,center_embed_mod,27,False
ngram-no-rand_bllip-lg_0,reflexive_prep_masc,0,False
ngram-no-rand_bllip-lg_0,reflexive_prep_masc,1,False
ngram-no-rand_bllip-lg_0,reflexive_prep_masc,2,False
ngram-no-rand_bllip-lg_0,reflexive_prep_masc,3,False
ngram-no-rand_bllip-lg_0,reflexive_prep_masc,4,False
ngram-no-rand_bllip-lg_0,reflexive_prep_masc,5,False
ngram-no-rand_bllip-lg_0,reflexive_prep_masc,6,False
ngram-no-rand_bllip-lg_0,reflexive_prep_masc,7,False
ngram-no-rand_bllip-lg_0,reflexive_prep_masc,8,False
ngram-no-rand_bllip-lg_0,reflexive_prep_masc,9,False
ngram-no-rand_bllip-lg_0,reflexive_prep_masc,10,False
ngram-no-rand_bllip-lg_0,reflexive_prep_masc,11,False
ngram-no-rand_bllip-lg_0,reflexive_prep_masc,12,False
ngram-no-rand_bllip-lg_0,reflexive_prep_masc,13,False
ngram-no-rand_bllip-lg_0,reflexive_prep_masc,14,False
ngram-no-rand_bllip-lg_0,reflexive_prep_masc,15,False
ngram-no-rand_bllip-lg_0,reflexive_prep_masc,16,False
ngram-no-rand_bllip-lg_0,reflexive_prep_masc,17,False
ngram-no-rand_bllip-lg_0,reflexive_prep_masc,18,False
ngram-no-rand_bllip-lg_0,npz_obj,0,False
ngram-no-rand_bllip-lg_0,npz_obj,1,False
ngram-no-rand_bllip-lg_0,npz_obj,2,False
ngram-no-rand_bllip-lg_0,npz_obj,3,False
ngram-no-rand_bllip-lg_0,npz_obj,4,False
ngram-no-rand_bllip-lg_0,npz_obj,5,False
ngram-no-rand_bllip-lg_0,npz_obj,6,False
ngram-no-rand_bllip-lg_0,npz_obj,7,False
ngram-no-rand_bllip-lg_0,npz_obj,8,False
ngram-no-rand_bllip-lg_0,npz_obj,9,False
ngram-no-rand_bllip-lg_0,npz_obj,10,False
ngram-no-rand_bllip-lg_0,npz_obj,11,False
ngram-no-rand_bllip-lg_0,npz_obj,12,False
ngram-no-rand_bllip-lg_0,npz_obj,13,False
ngram-no-rand_bllip-lg_0,npz_obj,14,False
ngram-no-rand_bllip-lg_0,npz_obj,15,False
ngram-no-rand_bllip-lg_0,npz_obj,16,False
ngram-no-rand_bllip-lg_0,npz_obj,17,False
ngram-no-rand_bllip-lg_0,npz_obj,18,False
ngram-no-rand_bllip-lg_0,npz_obj,19,False
ngram-no-rand_bllip-lg_0,npz_obj,20,False
ngram-no-rand_bllip-lg_0,npz_obj,21,False
ngram-no-rand_bllip-lg_0,npz_obj,22,False
ngram-no-rand_bllip-lg_0,npz_obj,23,False
ngram-no-rand_bllip-lg_0,fgd_pp,0,False
ngram-no-rand_bllip-lg_0,fgd_pp,1,False
ngram-no-rand_bllip-lg_0,fgd_pp,2,False
ngram-no-rand_bllip-lg_0,fgd_pp,3,False
ngram-no-rand_bllip-lg_0,fgd_pp,4,False
ngram-no-rand_bllip-lg_0,fgd_pp,5,False
ngram-no-rand_bllip-lg_0,fgd_pp,6,False
ngram-no-rand_bllip-lg_0,fgd_pp,7,False
ngram-no-rand_bllip-lg_0,fgd_pp,8,False
ngram-no-rand_bllip-lg_0,fgd_pp,9,False
ngram-no-rand_bllip-lg_0,fgd_pp,10,False
ngram-no-rand_bllip-lg_0,fgd_pp,11,False
ngram-no-rand_bllip-lg_0,fgd_pp,12,False
ngram-no-rand_bllip-lg_0,fgd_pp,13,False
ngram-no-rand_bllip-lg_0,fgd_pp,14,False
ngram-no-rand_bllip-lg_0,fgd_pp,15,False
ngram-no-rand_bllip-lg_0,fgd_pp,16,False
ngram-no-rand_bllip-lg_0,fgd_pp,17,False
ngram-no-rand_bllip-lg_0,fgd_pp,18,False
ngram-no-rand_bllip-lg_0,fgd_pp,19,False
ngram-no-rand_bllip-lg_0,fgd_pp,20,False
ngram-no-rand_bllip-lg_0,fgd_pp,21,False
ngram-no-rand_bllip-lg_0,fgd_pp,22,False
ngram-no-rand_bllip-lg_0,fgd_pp,23,False
ngram-no-rand_bllip-lg_0,cleft_modifier,0,False
ngram-no-rand_bllip-lg_0,cleft_modifier,1,False
ngram-no-rand_bllip-lg_0,cleft_modifier,2,False
ngram-no-rand_bllip-lg_0,cleft_modifier,3,False
ngram-no-rand_bllip-lg_0,cleft_modifier,4,False
ngram-no-rand_bllip-lg_0,cleft_modifier,5,False
ngram-no-rand_bllip-lg_0,cleft_modifier,6,False
ngram-no-rand_bllip-lg_0,cleft_modifier,7,False
ngram-no-rand_bllip-lg_0,cleft_modifier,8,False
ngram-no-rand_bllip-lg_0,cleft_modifier,9,False
ngram-no-rand_bllip-lg_0,cleft_modifier,10,False
ngram-no-rand_bllip-lg_0,cleft_modifier,11,False
ngram-no-rand_bllip-lg_0,cleft_modifier,12,False
ngram-no-rand_bllip-lg_0,cleft_modifier,13,False
ngram-no-rand_bllip-lg_0,cleft_modifier,14,False
ngram-no-rand_bllip-lg_0,cleft_modifier,15,False
ngram-no-rand_bllip-lg_0,cleft_modifier,16,False
ngram-no-rand_bllip-lg_0,cleft_modifier,17,False
ngram-no-rand_bllip-lg_0,cleft_modifier,18,False
ngram-no-rand_bllip-lg_0,cleft_modifier,19,False
ngram-no-rand_bllip-lg_0,cleft_modifier,20,False
ngram-no-rand_bllip-lg_0,cleft_modifier,21,False
ngram-no-rand_bllip-lg_0,cleft_modifier,22,False
ngram-no-rand_bllip-lg_0,cleft_modifier,23,False
ngram-no-rand_bllip-lg_0,cleft_modifier,24,False
ngram-no-rand_bllip-lg_0,cleft_modifier,25,False
ngram-no-rand_bllip-lg_0,cleft_modifier,26,False
ngram-no-rand_bllip-lg_0,cleft_modifier,27,False
ngram-no-rand_bllip-lg_0,cleft_modifier,28,False
ngram-no-rand_bllip-lg_0,cleft_modifier,29,False
ngram-no-rand_bllip-lg_0,cleft_modifier,30,False
ngram-no-rand_bllip-lg_0,cleft_modifier,31,False
ngram-no-rand_bllip-lg_0,cleft_modifier,32,False
ngram-no-rand_bllip-lg_0,cleft_modifier,33,False
ngram-no-rand_bllip-lg_0,cleft_modifier,34,False
ngram-no-rand_bllip-lg_0,cleft_modifier,35,False
ngram-no-rand_bllip-lg_0,cleft_modifier,36,False
ngram-no-rand_bllip-lg_0,cleft_modifier,37,False
ngram-no-rand_bllip-lg_0,cleft_modifier,38,False
ngram-no-rand_bllip-lg_0,cleft_modifier,39,False
ngram-no-rand_bllip-lg_0,reflexive_orc_masc,0,False
ngram-no-rand_bllip-lg_0,reflexive_orc_masc,1,False
ngram-no-rand_bllip-lg_0,reflexive_orc_masc,2,False
ngram-no-rand_bllip-lg_0,reflexive_orc_masc,3,False
ngram-no-rand_bllip-lg_0,reflexive_orc_masc,4,False
ngram-no-rand_bllip-lg_0,reflexive_orc_masc,5,False
ngram-no-rand_bllip-lg_0,reflexive_orc_masc,6,False
ngram-no-rand_bllip-lg_0,reflexive_orc_masc,7,False
ngram-no-rand_bllip-lg_0,reflexive_orc_masc,8,False
ngram-no-rand_bllip-lg_0,reflexive_orc_masc,9,True
ngram-no-rand_bllip-lg_0,reflexive_orc_masc,10,False
ngram-no-rand_bllip-lg_0,reflexive_orc_masc,11,False
ngram-no-rand_bllip-lg_0,reflexive_orc_masc,12,False
ngram-no-rand_bllip-lg_0,reflexive_orc_masc,13,False
ngram-no-rand_bllip-lg_0,reflexive_orc_masc,14,False
ngram-no-rand_bllip-lg_0,reflexive_orc_masc,15,False
ngram-no-rand_bllip-lg_0,reflexive_orc_masc,16,True
ngram-no-rand_bllip-lg_0,reflexive_orc_masc,17,False
ngram-no-rand_bllip-lg_0,reflexive_orc_masc,18,False
ngram-no-rand_bllip-lg_0,mvrr_mod,0,False
ngram-no-rand_bllip-lg_0,mvrr_mod,1,False
ngram-no-rand_bllip-lg_0,mvrr_mod,2,False
ngram-no-rand_bllip-lg_0,mvrr_mod,3,False
ngram-no-rand_bllip-lg_0,mvrr_mod,4,False
ngram-no-rand_bllip-lg_0,mvrr_mod,5,False
ngram-no-rand_bllip-lg_0,mvrr_mod,6,False
ngram-no-rand_bllip-lg_0,mvrr_mod,7,False
ngram-no-rand_bllip-lg_0,mvrr_mod,8,False
ngram-no-rand_bllip-lg_0,mvrr_mod,9,False
ngram-no-rand_bllip-lg_0,mvrr_mod,10,False
ngram-no-rand_bllip-lg_0,mvrr_mod,11,False
ngram-no-rand_bllip-lg_0,mvrr_mod,12,False
ngram-no-rand_bllip-lg_0,mvrr_mod,13,False
ngram-no-rand_bllip-lg_0,mvrr_mod,14,False
ngram-no-rand_bllip-lg_0,mvrr_mod,15,False
ngram-no-rand_bllip-lg_0,mvrr_mod,16,False
ngram-no-rand_bllip-lg_0,mvrr_mod,17,False
ngram-no-rand_bllip-lg_0,mvrr_mod,18,False
ngram-no-rand_bllip-lg_0,mvrr_mod,19,False
ngram-no-rand_bllip-lg_0,mvrr_mod,20,False
ngram-no-rand_bllip-lg_0,mvrr_mod,21,False
ngram-no-rand_bllip-lg_0,mvrr_mod,22,False
ngram-no-rand_bllip-lg_0,mvrr_mod,23,False
ngram-no-rand_bllip-lg_0,mvrr_mod,24,False
ngram-no-rand_bllip-lg_0,mvrr_mod,25,False
ngram-no-rand_bllip-lg_0,mvrr_mod,26,False
ngram-no-rand_bllip-lg_0,mvrr_mod,27,False
ngram-no-rand_bllip-lg_0,reflexive_src_masc,0,False
ngram-no-rand_bllip-lg_0,reflexive_src_masc,1,False
ngram-no-rand_bllip-lg_0,reflexive_src_masc,2,False
ngram-no-rand_bllip-lg_0,reflexive_src_masc,3,False
ngram-no-rand_bllip-lg_0,reflexive_src_masc,4,False
ngram-no-rand_bllip-lg_0,reflexive_src_masc,5,False
ngram-no-rand_bllip-lg_0,reflexive_src_masc,6,False
ngram-no-rand_bllip-lg_0,reflexive_src_masc,7,False
ngram-no-rand_bllip-lg_0,reflexive_src_masc,8,False
ngram-no-rand_bllip-lg_0,reflexive_src_masc,9,True
ngram-no-rand_bllip-lg_0,reflexive_src_masc,10,False
ngram-no-rand_bllip-lg_0,reflexive_src_masc,11,False
ngram-no-rand_bllip-lg_0,reflexive_src_masc,12,False
ngram-no-rand_bllip-lg_0,reflexive_src_masc,13,False
ngram-no-rand_bllip-lg_0,reflexive_src_masc,14,False
ngram-no-rand_bllip-lg_0,reflexive_src_masc,15,False
ngram-no-rand_bllip-lg_0,reflexive_src_masc,16,True
ngram-no-rand_bllip-lg_0,reflexive_src_masc,17,False
ngram-no-rand_bllip-lg_0,reflexive_src_masc,18,False
ngram-no-rand_bllip-lg_0,cleft,0,True
ngram-no-rand_bllip-lg_0,cleft,1,True
ngram-no-rand_bllip-lg_0,cleft,2,True
ngram-no-rand_bllip-lg_0,cleft,3,True
ngram-no-rand_bllip-lg_0,cleft,4,True
ngram-no-rand_bllip-lg_0,cleft,5,True
ngram-no-rand_bllip-lg_0,cleft,6,True
ngram-no-rand_bllip-lg_0,cleft,7,True
ngram-no-rand_bllip-lg_0,cleft,8,True
ngram-no-rand_bllip-lg_0,cleft,9,True
ngram-no-rand_bllip-lg_0,cleft,10,True
ngram-no-rand_bllip-lg_0,cleft,11,True
ngram-no-rand_bllip-lg_0,cleft,12,True
ngram-no-rand_bllip-lg_0,cleft,13,True
ngram-no-rand_bllip-lg_0,cleft,14,True
ngram-no-rand_bllip-lg_0,cleft,15,True
ngram-no-rand_bllip-lg_0,cleft,16,True
ngram-no-rand_bllip-lg_0,cleft,17,True
ngram-no-rand_bllip-lg_0,cleft,18,True
ngram-no-rand_bllip-lg_0,cleft,19,True
ngram-no-rand_bllip-lg_0,cleft,20,True
ngram-no-rand_bllip-lg_0,cleft,21,True
ngram-no-rand_bllip-lg_0,cleft,22,True
ngram-no-rand_bllip-lg_0,cleft,23,True
ngram-no-rand_bllip-lg_0,cleft,24,True
ngram-no-rand_bllip-lg_0,cleft,25,True
ngram-no-rand_bllip-lg_0,cleft,26,True
ngram-no-rand_bllip-lg_0,cleft,27,True
ngram-no-rand_bllip-lg_0,cleft,28,True
ngram-no-rand_bllip-lg_0,cleft,29,True
ngram-no-rand_bllip-lg_0,cleft,30,True
ngram-no-rand_bllip-lg_0,cleft,31,True
ngram-no-rand_bllip-lg_0,cleft,32,False
ngram-no-rand_bllip-lg_0,cleft,33,True
ngram-no-rand_bllip-lg_0,cleft,34,True
ngram-no-rand_bllip-lg_0,cleft,35,True
ngram-no-rand_bllip-lg_0,cleft,36,True
ngram-no-rand_bllip-lg_0,cleft,37,True
ngram-no-rand_bllip-lg_0,cleft,38,True
ngram-no-rand_bllip-lg_0,cleft,39,True
ngram-no-rand_bllip-lg_0,reflexive_prep_fem,0,False
ngram-no-rand_bllip-lg_0,reflexive_prep_fem,1,False
ngram-no-rand_bllip-lg_0,reflexive_prep_fem,2,False
ngram-no-rand_bllip-lg_0,reflexive_prep_fem,3,False
ngram-no-rand_bllip-lg_0,reflexive_prep_fem,4,False
ngram-no-rand_bllip-lg_0,reflexive_prep_fem,5,False
ngram-no-rand_bllip-lg_0,reflexive_prep_fem,6,False
ngram-no-rand_bllip-lg_0,reflexive_prep_fem,7,False
ngram-no-rand_bllip-lg_0,reflexive_prep_fem,8,False
ngram-no-rand_bllip-lg_0,reflexive_prep_fem,9,False
ngram-no-rand_bllip-lg_0,reflexive_prep_fem,10,False
ngram-no-rand_bllip-lg_0,reflexive_prep_fem,11,False
ngram-no-rand_bllip-lg_0,reflexive_prep_fem,12,False
